s_suppkey,s_name,s_address,s_city,s_nation,s_region,s_phone
488,Supplier#000000488,rsLcPR W52wDawzlPi8,JORDAN   2,JORDAN,MIDDLE EAST,23-513-778-1881
489,Supplier#000000489,uRdeC3kun6cL pZlvH,IRAN     3,IRAN,MIDDLE EAST,20-916-241-6195
490,Supplier#000000490,idAFGz,BRAZIL   7,BRAZIL,AMERICA,12-268-147-7824
491,Supplier#000000491,F7PnOi,ALGERIA  4,ALGERIA,AFRICA,10-856-259-7548
492,Supplier#000000492,TvmxFn2erslwe,KENYA    7,KENYA,AFRICA,24-686-244-1077
493,Supplier#000000493,UyNiXryFnFGVTzHWg,IRAQ     6,IRAQ,MIDDLE EAST,21-514-558-7246
494,Supplier#000000494,VJqIaknk7tV0S,JORDAN   6,JORDAN,MIDDLE EAST,23-330-453-6579
495,Supplier#000000495,"C,SUHURyviG",JAPAN    7,JAPAN,ASIA,22-400-405-6060
496,Supplier#000000496,QMWQx2utAqLlVtzkXD,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-173-644-7922
497,Supplier#000000497,JfqAFpgnf6lAj Hyc,JAPAN    2,JAPAN,ASIA,22-937-724-3506
498,Supplier#000000498,XHw6aAoWQOdaSY,PERU     2,PERU,AMERICA,27-210-810-1479
499,Supplier#000000499,ePOaMqInIdZylI5vji,CHINA    5,CHINA,ASIA,28-387-817-9149
500,Supplier#000000500,IfLdo6 HT3WJXZt,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-194-736-4233
501,Supplier#000000501,c88yoXXw4Fb,UNITED ST6,UNITED STATES,AMERICA,34-867-672-1331
502,Supplier#000000502,rxy8MzxVxUFC3gU,EGYPT    3,EGYPT,MIDDLE EAST,14-405-590-9919
503,Supplier#000000503,dy2AeQx XwUDLs2Ll2EeA,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-441-755-3094
504,Supplier#000000504,cSGYEI9I96mohLuwTg ,IRAN     2,IRAN,MIDDLE EAST,20-916-264-7594
505,Supplier#000000505,RAO213anV73FfnKjuJg1u,INDONESIA6,INDONESIA,ASIA,19-530-647-8313
506,Supplier#000000506,KD3d5kpZQCW FkfH 8UWHpsV,UNITED KI1,UNITED KINGDOM,EUROPE,33-895-781-8227
507,Supplier#000000507,RlYvWilSA5sQQAqC2As,INDONESIA7,INDONESIA,ASIA,19-158-185-4455
508,Supplier#000000508,mR0zxyj2PMVGo9oc1QM8k8,KENYA    1,KENYA,AFRICA,24-344-250-3166
509,Supplier#000000509,9lTN9T,FRANCE   0,FRANCE,EUROPE,16-115-338-1002
510,Supplier#000000510,6E3aFs0w2SiImzMDSe,ROMANIA  6,ROMANIA,EUROPE,29-846-260-5139
511,Supplier#000000511,a4dN7nM05hmQ,UNITED KI1,UNITED KINGDOM,EUROPE,33-247-728-9743
512,Supplier#000000512,fCdcxfoWaedDpKnWxf,MOROCCO  9,MOROCCO,AFRICA,25-144-416-6035
513,Supplier#000000513,3eJO7R5GJv,EGYPT    4,EGYPT,MIDDLE EAST,14-861-303-6887
514,Supplier#000000514,bWm 31dd,KENYA    6,KENYA,AFRICA,24-194-775-6756
515,Supplier#000000515,W7cx14qPRNMTEXpp4Yr7Nje,PERU     9,PERU,AMERICA,27-204-592-4731
516,Supplier#000000516,tVeEUW,ETHIOPIA 0,ETHIOPIA,AFRICA,15-947-309-2690
517,Supplier#000000517,eG9a2gMRNSxm3dcsgg,INDIA    5,INDIA,ASIA,18-475-741-4234
518,Supplier#000000518,"LYPxnxT4sPHdn6UYidVQM,",ARGENTINA7,ARGENTINA,AMERICA,11-651-256-7682
519,Supplier#000000519,0tKinNqEGVSTU9shI31,ROMANIA  4,ROMANIA,EUROPE,29-452-860-5592
520,Supplier#000000520,"ajxAtNzJbDdQUKvnI5XsoJb,",JAPAN    0,JAPAN,ASIA,22-612-111-7765
521,Supplier#000000521,IaUWSvAIxhRj,ARGENTINA4,ARGENTINA,AMERICA,11-539-480-8897
522,Supplier#000000522,ICfk9yI3,INDIA    5,INDIA,ASIA,18-771-454-9561
523,Supplier#000000523,tsLnJOy1OwF5sqSAd,CHINA    7,CHINA,ASIA,28-638-320-5977
524,Supplier#000000524,A72dOBJl,JORDAN   0,JORDAN,MIDDLE EAST,23-844-888-9800
525,Supplier#000000525,lyj1RD,IRAQ     4,IRAQ,MIDDLE EAST,21-365-641-8287
526,Supplier#000000526,vS T0IKBp,ETHIOPIA 9,ETHIOPIA,AFRICA,15-170-679-3115
527,Supplier#000000527,yNgOsOU6ZpFTR65oGqSbZ,CHINA    4,CHINA,ASIA,28-139-567-9286
528,Supplier#000000528,bzDkHDTI ,BRAZIL   3,BRAZIL,AMERICA,12-985-381-5453
529,Supplier#000000529,mHWwETtY,IRAN     4,IRAN,MIDDLE EAST,20-383-240-7326
530,Supplier#000000530,0BvoewCPg2scOEfuL93,CANADA   7,CANADA,AMERICA,13-614-884-1055
531,Supplier#000000531,"Md,IuTYTOZ,Y2QHn7AuuyC",RUSSIA   2,RUSSIA,EUROPE,32-151-567-1296
532,Supplier#000000532,NBRYJ8T5fQ6Fnge,CANADA   1,CANADA,AMERICA,13-875-978-2232
533,Supplier#000000533,5lRvy8usPpRWGwrmqMM Si,GERMANY  3,GERMANY,EUROPE,17-525-957-4486
534,Supplier#000000534,ipJlXL1OaIe4ku,INDONESIA9,INDONESIA,ASIA,19-137-389-2888
535,Supplier#000000535,RIARjDDFF VJ,IRAN     9,IRAN,MIDDLE EAST,20-787-866-1808
536,Supplier#000000536,OsLrbQKsgB5pnIEW8Zp8,PERU     2,PERU,AMERICA,27-521-348-9030
537,Supplier#000000537,hz22bj,JORDAN   0,JORDAN,MIDDLE EAST,23-337-488-6765
538,Supplier#000000538,"hp1,99nk75i",PERU     1,PERU,AMERICA,27-632-471-2852
539,Supplier#000000539,lkVdXliNdEF,ARGENTINA5,ARGENTINA,AMERICA,11-166-785-8571
540,Supplier#000000540,8EtIzs0u3,MOZAMBIQU1,MOZAMBIQUE,AFRICA,26-933-117-7482
541,Supplier#000000541,euKKxMO,PERU     5,PERU,AMERICA,27-362-308-9442
542,Supplier#000000542,Yt49GGmnPqxL5xIOabKcdM,ETHIOPIA 1,ETHIOPIA,AFRICA,15-674-545-2517
543,Supplier#000000543,"cZ, FZrCrq0",MOROCCO  8,MOROCCO,AFRICA,25-972-408-3265
544,Supplier#000000544,C68XNAn3PbNdAwisG6d,ARGENTINA3,ARGENTINA,AMERICA,11-572-651-1323
545,Supplier#000000545,oS8mR7K7NKBXCdjT9sQu,BRAZIL   4,BRAZIL,AMERICA,12-849-123-8918
546,Supplier#000000546,3sDakw4w1P,RUSSIA   3,RUSSIA,EUROPE,32-936-444-8248
547,Supplier#000000547,fQ5XTY,INDIA    7,INDIA,ASIA,18-696-724-2981
548,Supplier#000000548,Qy9Ia ArA,JAPAN    5,JAPAN,ASIA,22-787-370-8722
549,Supplier#000000549,DtSREg96,ALGERIA  8,ALGERIA,AFRICA,10-825-998-8579
550,Supplier#000000550,baQwz n3D2,JAPAN    7,JAPAN,ASIA,22-938-997-6262
551,Supplier#000000551,"2dIAb,vU1r9k1zfGFiJQJO7D",INDIA    8,INDIA,ASIA,18-209-544-4006
552,Supplier#000000552,ibXMPzjVMBcvB6YG5aAge1oX,JAPAN    6,JAPAN,ASIA,22-669-784-2191
553,Supplier#000000553,R0FI5D,FRANCE   3,FRANCE,EUROPE,16-454-146-3094
554,Supplier#000000554,mqmm1udy,GERMANY  9,GERMANY,EUROPE,17-938-503-7317
555,Supplier#000000555,8Lp0QWPLFXrJrX1sT,CANADA   6,CANADA,AMERICA,13-548-367-9974
556,Supplier#000000556,"LXa96RInqi,Daa",FRANCE   3,FRANCE,EUROPE,16-934-412-5846
557,Supplier#000000557,"IH,v63JRgXMkVhJ",CANADA   5,CANADA,AMERICA,13-390-153-6699
558,Supplier#000000558,8RJdHA999aFGP1CFNQMfhn,INDONESIA4,INDONESIA,ASIA,19-866-273-7672
559,Supplier#000000559,9Gg7JpFPG,IRAQ     4,IRAQ,MIDDLE EAST,21-395-429-6655
560,Supplier#000000560,A27bPAISAhXR 9L,PERU     2,PERU,AMERICA,27-618-467-8489
561,Supplier#000000561,",5Xneb4aBLIb",RUSSIA   0,RUSSIA,EUROPE,32-286-185-3047
562,Supplier#000000562,T73oyE9as,UNITED KI4,UNITED KINGDOM,EUROPE,33-271-465-6971
563,Supplier#000000563,aOT6ZP96J,GERMANY  4,GERMANY,EUROPE,17-544-152-1215
564,Supplier#000000564,jxLtAKkWLEDr5G,BRAZIL   2,BRAZIL,AMERICA,12-865-332-8571
565,Supplier#000000565,1C2pRwFnXEzfrFHYbhoUUQr,SAUDI ARA1,SAUDI ARABIA,MIDDLE EAST,30-798-211-2891
566,Supplier#000000566,Kp9wDKo65iJ3agUOtq12e07d,UNITED ST2,UNITED STATES,AMERICA,34-443-780-3708
567,Supplier#000000567,"Mwx9BrQB,exC",ARGENTINA8,ARGENTINA,AMERICA,11-389-883-3371
568,Supplier#000000568,"tT,jHTA5",IRAN     5,IRAN,MIDDLE EAST,20-603-795-8611
569,Supplier#000000569,IHlH5pHgRZ,MOROCCO  6,MOROCCO,AFRICA,25-648-567-6776
570,Supplier#000000570,T5GdBx3lKgLPg2Y,PERU     8,PERU,AMERICA,27-264-442-3057
571,Supplier#000000571,leILEM,INDONESIA2,INDONESIA,ASIA,19-115-414-4819
572,Supplier#000000572,i097vOREdc8 QFlDw o ,ROMANIA  7,ROMANIA,EUROPE,29-425-209-5033
573,Supplier#000000573,"TXk95,z0tkmvFZdpFf83",JAPAN    2,JAPAN,ASIA,22-354-826-9743
574,Supplier#000000574,ZcSrzuRKYEGpcxmI,RUSSIA   3,RUSSIA,EUROPE,32-676-218-1058
575,Supplier#000000575,iYWfc6rqa,ROMANIA  0,ROMANIA,EUROPE,29-980-134-7627
576,Supplier#000000576,cFOYnuBc9D,JAPAN    4,JAPAN,ASIA,22-777-499-8213
577,Supplier#000000577,HDVCkrDlnZpaHMyTQv4CAo,JORDAN   2,JORDAN,MIDDLE EAST,23-662-826-1317
578,Supplier#000000578,"QDVh,rWWYUoBO4TFr",SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,30-278-860-9263
579,Supplier#000000579,7UzMH8UG8bJVB,ROMANIA  4,ROMANIA,EUROPE,29-374-175-6181
580,Supplier#000000580,fx98O2jT,FRANCE   0,FRANCE,EUROPE,16-444-589-3830
581,Supplier#000000581,"4rBdtnOdAu3vIb,Lh",CHINA    2,CHINA,ASIA,28-415-978-2518
582,Supplier#000000582,"DUJ,pIHvQK ,ln9",EGYPT    6,EGYPT,MIDDLE EAST,14-484-591-9280
583,Supplier#000000583,SzySEI,MOROCCO  4,MOROCCO,AFRICA,25-234-625-4041
584,Supplier#000000584,4wn2zk2BE2WqG3U,CHINA    1,CHINA,ASIA,28-352-778-1041
585,Supplier#000000585,oa174nLd2fS6nFeBOaqm,UNITED KI9,UNITED KINGDOM,EUROPE,33-397-693-4170
586,Supplier#000000586,SyLjv3tlMYzY0UBr5BG6a3,BRAZIL   1,BRAZIL,AMERICA,12-239-369-7791
587,Supplier#000000587,WS0KPsmxeBN eoKZFwr,GERMANY  7,GERMANY,EUROPE,17-585-233-5906
588,Supplier#000000588,NXtlVtE8,KENYA    9,KENYA,AFRICA,24-988-546-2598
589,Supplier#000000589,YoW04I6oHfWR,CHINA    1,CHINA,ASIA,28-479-316-3576
590,Supplier#000000590,hJ9yzgWlCtPBYJ6wK,INDONESIA6,INDONESIA,ASIA,19-734-215-6394
591,Supplier#000000591,J3F5qS,UNITED ST0,UNITED STATES,AMERICA,34-584-309-7885
592,Supplier#000000592,"zN2AJU E,1PTm,Mz9A",INDONESIA3,INDONESIA,ASIA,19-832-574-7217
593,Supplier#000000593,BwFlALCmestGzm,FRANCE   2,FRANCE,EUROPE,16-621-217-1535
594,Supplier#000000594,"Tk2,CagUWqmE2TBuzVZ6",PERU     5,PERU,AMERICA,27-286-925-8440
595,Supplier#000000595,so691pzWFX0VeYI,UNITED ST8,UNITED STATES,AMERICA,34-554-215-7805
596,Supplier#000000596,PQ7Dg6g7zokd,EGYPT    8,EGYPT,MIDDLE EAST,14-484-811-5482
597,Supplier#000000597,pgyVks3,UNITED ST7,UNITED STATES,AMERICA,34-687-952-9485
598,Supplier#000000598,CRqkpIKWn1yoJaP3SKqHY,GERMANY  3,GERMANY,EUROPE,17-113-384-3847
599,Supplier#000000599,"arxZvHwzWrq,vFPcP7S4A8sA",EGYPT    8,EGYPT,MIDDLE EAST,14-916-825-6916
600,Supplier#000000600,3jt6sNQSSz4CdEAFoeQ,JAPAN    6,JAPAN,ASIA,22-675-907-7888
