p_partkey,p_name,p_mfgr,p_category,p_brand1,p_color,p_type,p_size,p_container
11067,beige blue,MFGR#4,MFGR#45,MFGR#451,goldenrod,STANDARD PLATED BRASS,18,LG CAN
11068,azure lemon,MFGR#5,MFGR#51,MFGR#5120,tan,ECONOMY POLISHED BRASS,20,SM PACK
11069,beige saddle,MFGR#4,MFGR#44,MFGR#4420,antique,MEDIUM ANODIZED TIN,1,SM CAN
11070,burnished chiffon,MFGR#1,MFGR#15,MFGR#1531,light,STANDARD ANODIZED COPPER,26,JUMBO BAG
11071,goldenrod chiffon,MFGR#3,MFGR#31,MFGR#319,yellow,ECONOMY PLATED STEEL,6,LG DRUM
11072,burlywood chiffon,MFGR#3,MFGR#32,MFGR#3222,deep,ECONOMY POLISHED NICKEL,41,WRAP JAR
11073,blanched almond,MFGR#4,MFGR#41,MFGR#4133,chocolate,STANDARD POLISHED TIN,15,WRAP BOX
11074,lace dark,MFGR#4,MFGR#42,MFGR#4240,orange,PROMO BRUSHED STEEL,46,JUMBO DRUM
11075,cream purple,MFGR#1,MFGR#11,MFGR#1114,drab,LARGE ANODIZED BRASS,36,MED JAR
11076,mint gainsboro,MFGR#4,MFGR#42,MFGR#4224,frosted,LARGE POLISHED BRASS,47,LG CASE
11077,brown coral,MFGR#2,MFGR#23,MFGR#233,dim,LARGE POLISHED TIN,12,JUMBO BOX
11078,khaki aquamarine,MFGR#4,MFGR#45,MFGR#455,magenta,PROMO PLATED NICKEL,35,SM BAG
11079,cyan cornflower,MFGR#3,MFGR#32,MFGR#3235,puff,STANDARD BRUSHED BRASS,36,LG BAG
11080,frosted sienna,MFGR#5,MFGR#54,MFGR#5419,dim,MEDIUM ANODIZED BRASS,3,SM PKG
11081,lavender sky,MFGR#1,MFGR#15,MFGR#1539,dim,MEDIUM BURNISHED NICKEL,26,WRAP JAR
11082,lemon turquoise,MFGR#3,MFGR#35,MFGR#3512,cornsilk,PROMO ANODIZED NICKEL,16,WRAP PKG
11083,sandy lawn,MFGR#1,MFGR#11,MFGR#1133,light,MEDIUM ANODIZED STEEL,46,LG PKG
11084,frosted grey,MFGR#5,MFGR#52,MFGR#5234,sienna,PROMO ANODIZED BRASS,17,WRAP JAR
11085,goldenrod beige,MFGR#3,MFGR#34,MFGR#342,frosted,MEDIUM BRUSHED STEEL,21,JUMBO PACK
11086,deep black,MFGR#2,MFGR#24,MFGR#2439,yellow,SMALL BURNISHED BRASS,10,LG PACK
11087,seashell medium,MFGR#2,MFGR#22,MFGR#2239,antique,ECONOMY ANODIZED COPPER,41,SM PACK
11088,saddle cornflower,MFGR#4,MFGR#42,MFGR#4212,royal,STANDARD ANODIZED COPPER,8,WRAP BOX
11089,papaya hot,MFGR#4,MFGR#41,MFGR#4129,navy,PROMO POLISHED BRASS,3,LG CASE
11090,hot bisque,MFGR#1,MFGR#13,MFGR#136,green,PROMO ANODIZED NICKEL,16,JUMBO PKG
11091,chocolate coral,MFGR#2,MFGR#23,MFGR#2314,cornflower,STANDARD BURNISHED NICKEL,26,JUMBO CAN
11092,moccasin wheat,MFGR#3,MFGR#32,MFGR#3215,burnished,STANDARD POLISHED STEEL,44,MED BOX
11093,magenta plum,MFGR#3,MFGR#31,MFGR#316,hot,STANDARD POLISHED BRASS,27,MED BAG
11094,goldenrod burlywood,MFGR#5,MFGR#55,MFGR#5523,snow,PROMO PLATED NICKEL,44,LG CASE
11095,forest bisque,MFGR#3,MFGR#35,MFGR#352,pale,LARGE BRUSHED NICKEL,7,SM DRUM
11096,black spring,MFGR#3,MFGR#34,MFGR#3440,chiffon,MEDIUM PLATED BRASS,32,JUMBO JAR
11097,bisque lace,MFGR#5,MFGR#55,MFGR#556,black,MEDIUM BRUSHED TIN,6,LG JAR
11098,medium light,MFGR#3,MFGR#32,MFGR#3240,dodger,ECONOMY POLISHED STEEL,13,JUMBO JAR
11099,seashell linen,MFGR#5,MFGR#53,MFGR#5322,pale,STANDARD BURNISHED STEEL,8,WRAP CAN
11100,grey linen,MFGR#1,MFGR#12,MFGR#1237,turquoise,LARGE ANODIZED COPPER,47,SM BAG
11101,light purple,MFGR#2,MFGR#24,MFGR#2410,coral,LARGE BRUSHED BRASS,25,MED DRUM
11102,navy linen,MFGR#3,MFGR#32,MFGR#3239,ivory,SMALL PLATED BRASS,31,JUMBO PKG
11103,papaya light,MFGR#5,MFGR#51,MFGR#5111,blue,SMALL PLATED BRASS,39,JUMBO CAN
11104,aquamarine chocolate,MFGR#2,MFGR#22,MFGR#2225,sandy,MEDIUM POLISHED STEEL,15,LG DRUM
11105,blue olive,MFGR#4,MFGR#43,MFGR#4317,lemon,ECONOMY ANODIZED TIN,27,SM BAG
11106,rose plum,MFGR#2,MFGR#25,MFGR#2514,maroon,SMALL BRUSHED STEEL,10,WRAP CASE
11107,azure dark,MFGR#4,MFGR#43,MFGR#4310,midnight,LARGE BRUSHED TIN,38,SM JAR
11108,floral lemon,MFGR#3,MFGR#32,MFGR#321,frosted,SMALL PLATED TIN,13,JUMBO JAR
11109,cream brown,MFGR#4,MFGR#44,MFGR#4439,indian,MEDIUM POLISHED STEEL,6,JUMBO PACK
11110,chiffon light,MFGR#2,MFGR#22,MFGR#2239,bisque,SMALL PLATED BRASS,38,SM PKG
11111,olive steel,MFGR#3,MFGR#32,MFGR#326,thistle,STANDARD BURNISHED COPPER,31,WRAP DRUM
11112,sandy yellow,MFGR#2,MFGR#21,MFGR#2135,spring,SMALL POLISHED COPPER,4,MED BAG
11113,sienna bisque,MFGR#5,MFGR#53,MFGR#5333,hot,PROMO ANODIZED TIN,49,MED BAG
11114,black magenta,MFGR#2,MFGR#25,MFGR#2534,moccasin,STANDARD BURNISHED STEEL,28,SM CASE
11115,cream olive,MFGR#4,MFGR#41,MFGR#4132,blush,MEDIUM BRUSHED NICKEL,15,LG PACK
11116,chiffon grey,MFGR#5,MFGR#52,MFGR#5212,burlywood,STANDARD POLISHED NICKEL,42,LG PACK
11117,drab aquamarine,MFGR#4,MFGR#41,MFGR#4128,pink,ECONOMY BRUSHED NICKEL,2,JUMBO CAN
11118,indian plum,MFGR#4,MFGR#42,MFGR#4219,navajo,LARGE POLISHED NICKEL,48,WRAP DRUM
11119,beige forest,MFGR#5,MFGR#53,MFGR#5312,cream,STANDARD PLATED COPPER,12,WRAP JAR
11120,lawn magenta,MFGR#4,MFGR#45,MFGR#452,almond,SMALL BURNISHED COPPER,23,JUMBO CASE
11121,indian rosy,MFGR#4,MFGR#45,MFGR#4537,cornflower,STANDARD BURNISHED NICKEL,10,LG PACK
11122,burnished azure,MFGR#1,MFGR#11,MFGR#112,brown,PROMO BURNISHED BRASS,16,SM JAR
11123,dim snow,MFGR#1,MFGR#11,MFGR#1111,magenta,ECONOMY ANODIZED BRASS,4,WRAP PACK
11124,sienna green,MFGR#2,MFGR#25,MFGR#254,lime,PROMO BRUSHED BRASS,2,MED CASE
11125,lime brown,MFGR#1,MFGR#12,MFGR#1225,bisque,PROMO ANODIZED STEEL,20,MED BAG
11126,sky steel,MFGR#4,MFGR#44,MFGR#4418,black,LARGE POLISHED TIN,41,WRAP CAN
11127,brown red,MFGR#5,MFGR#51,MFGR#518,lime,ECONOMY POLISHED BRASS,47,SM JAR
11128,lavender yellow,MFGR#4,MFGR#44,MFGR#4431,puff,STANDARD BURNISHED STEEL,8,SM JAR
11129,azure green,MFGR#5,MFGR#52,MFGR#5227,bisque,LARGE ANODIZED BRASS,37,MED CAN
11130,light blanched,MFGR#1,MFGR#14,MFGR#146,snow,PROMO ANODIZED TIN,19,JUMBO PKG
11131,coral pale,MFGR#3,MFGR#35,MFGR#3511,chartreuse,ECONOMY BURNISHED COPPER,11,JUMBO CAN
11132,frosted sienna,MFGR#2,MFGR#24,MFGR#2417,forest,STANDARD ANODIZED COPPER,41,MED PACK
11133,black seashell,MFGR#3,MFGR#34,MFGR#3424,pink,MEDIUM BRUSHED STEEL,50,WRAP CASE
11134,pink burlywood,MFGR#5,MFGR#51,MFGR#5117,mint,PROMO ANODIZED NICKEL,30,MED BAG
11135,seashell azure,MFGR#2,MFGR#25,MFGR#2510,goldenrod,PROMO BRUSHED TIN,18,JUMBO CASE
11136,khaki dark,MFGR#3,MFGR#31,MFGR#3112,yellow,MEDIUM BRUSHED NICKEL,33,JUMBO BOX
11137,wheat dark,MFGR#2,MFGR#23,MFGR#2334,antique,SMALL ANODIZED TIN,22,LG CAN
11138,forest midnight,MFGR#4,MFGR#41,MFGR#4135,saddle,LARGE BRUSHED NICKEL,5,WRAP DRUM
11139,honeydew tomato,MFGR#5,MFGR#51,MFGR#5123,blanched,STANDARD BRUSHED NICKEL,19,SM PKG
11140,lime cornflower,MFGR#3,MFGR#32,MFGR#3240,chartreuse,STANDARD ANODIZED COPPER,22,JUMBO DRUM
11141,green rosy,MFGR#1,MFGR#12,MFGR#1236,blush,ECONOMY ANODIZED NICKEL,12,SM BOX
11142,honeydew cream,MFGR#1,MFGR#13,MFGR#133,dim,SMALL POLISHED TIN,18,SM BOX
11143,purple khaki,MFGR#1,MFGR#12,MFGR#1223,cyan,ECONOMY POLISHED TIN,21,WRAP BOX
11144,olive lawn,MFGR#2,MFGR#25,MFGR#2533,navajo,STANDARD BRUSHED STEEL,7,LG BAG
11145,firebrick beige,MFGR#5,MFGR#51,MFGR#5117,steel,PROMO POLISHED TIN,35,MED DRUM
11146,sienna magenta,MFGR#4,MFGR#44,MFGR#4428,thistle,MEDIUM BURNISHED NICKEL,30,MED DRUM
11147,frosted floral,MFGR#2,MFGR#23,MFGR#2330,navy,PROMO BRUSHED BRASS,11,SM CASE
11148,almond linen,MFGR#3,MFGR#35,MFGR#3517,chiffon,MEDIUM POLISHED TIN,24,JUMBO BOX
11149,royal aquamarine,MFGR#3,MFGR#32,MFGR#3211,smoke,ECONOMY ANODIZED STEEL,15,MED PKG
11150,sky coral,MFGR#3,MFGR#35,MFGR#3525,thistle,ECONOMY ANODIZED TIN,50,MED DRUM
11151,spring lime,MFGR#1,MFGR#14,MFGR#1428,pale,ECONOMY BRUSHED NICKEL,5,LG CASE
11152,ivory black,MFGR#4,MFGR#42,MFGR#4210,lavender,STANDARD ANODIZED COPPER,6,MED JAR
11153,chiffon moccasin,MFGR#1,MFGR#11,MFGR#118,lemon,PROMO POLISHED TIN,22,JUMBO PKG
11154,deep spring,MFGR#1,MFGR#14,MFGR#1421,lawn,LARGE BURNISHED COPPER,19,SM CASE
11155,steel drab,MFGR#2,MFGR#22,MFGR#221,mint,LARGE BURNISHED TIN,27,JUMBO PACK
11156,forest blue,MFGR#1,MFGR#11,MFGR#118,slate,PROMO POLISHED NICKEL,23,MED DRUM
11157,dodger cyan,MFGR#3,MFGR#31,MFGR#3128,navy,SMALL BRUSHED COPPER,43,JUMBO PACK
11158,azure bisque,MFGR#3,MFGR#34,MFGR#3435,red,PROMO POLISHED TIN,25,LG PKG
11159,beige deep,MFGR#1,MFGR#11,MFGR#1111,chartreuse,STANDARD PLATED TIN,39,SM BOX
11160,lawn olive,MFGR#4,MFGR#45,MFGR#4525,brown,MEDIUM PLATED NICKEL,36,JUMBO PKG
11161,sky blush,MFGR#1,MFGR#11,MFGR#1127,gainsboro,ECONOMY BURNISHED COPPER,31,MED CASE
11162,burlywood honeydew,MFGR#2,MFGR#23,MFGR#237,peach,SMALL POLISHED COPPER,15,LG DRUM
11163,pale lemon,MFGR#3,MFGR#32,MFGR#326,cornsilk,PROMO POLISHED STEEL,42,SM PKG
11164,ghost white,MFGR#1,MFGR#14,MFGR#142,beige,STANDARD POLISHED COPPER,11,SM BOX
11165,cyan burnished,MFGR#5,MFGR#53,MFGR#5314,peru,ECONOMY BRUSHED STEEL,39,MED PACK
11166,cornflower orchid,MFGR#3,MFGR#34,MFGR#3438,medium,MEDIUM PLATED STEEL,36,LG BAG
11167,goldenrod magenta,MFGR#2,MFGR#25,MFGR#2513,drab,MEDIUM POLISHED TIN,46,LG BOX
11168,frosted orchid,MFGR#5,MFGR#53,MFGR#5315,purple,MEDIUM POLISHED BRASS,49,SM DRUM
11169,honeydew drab,MFGR#2,MFGR#25,MFGR#251,green,ECONOMY PLATED NICKEL,31,LG DRUM
11170,goldenrod firebrick,MFGR#4,MFGR#41,MFGR#412,slate,MEDIUM BRUSHED COPPER,39,MED PACK
11171,midnight black,MFGR#4,MFGR#43,MFGR#432,navy,LARGE POLISHED TIN,39,WRAP PACK
11172,medium azure,MFGR#2,MFGR#22,MFGR#2229,dim,PROMO BRUSHED STEEL,24,JUMBO BOX
11173,blanched steel,MFGR#4,MFGR#45,MFGR#4534,floral,LARGE ANODIZED COPPER,33,SM BAG
11174,plum brown,MFGR#2,MFGR#22,MFGR#2237,deep,SMALL POLISHED BRASS,32,LG JAR
11175,brown hot,MFGR#1,MFGR#13,MFGR#1312,rosy,MEDIUM ANODIZED NICKEL,41,SM BOX
11176,cyan chartreuse,MFGR#3,MFGR#32,MFGR#3225,blue,SMALL POLISHED COPPER,3,SM PKG
11177,light tan,MFGR#1,MFGR#12,MFGR#127,sienna,SMALL BRUSHED COPPER,43,MED DRUM
11178,frosted grey,MFGR#1,MFGR#15,MFGR#1522,blanched,ECONOMY ANODIZED BRASS,48,SM BOX
11179,light cornflower,MFGR#1,MFGR#13,MFGR#1323,drab,PROMO BURNISHED COPPER,26,MED CASE
11180,thistle grey,MFGR#4,MFGR#42,MFGR#429,hot,SMALL BURNISHED STEEL,37,WRAP CAN
11181,chartreuse navajo,MFGR#3,MFGR#35,MFGR#3529,aquamarine,LARGE ANODIZED STEEL,40,LG JAR
11182,misty moccasin,MFGR#5,MFGR#55,MFGR#5537,indian,PROMO POLISHED BRASS,48,MED CASE
11183,blanched cornsilk,MFGR#1,MFGR#12,MFGR#1218,dodger,MEDIUM ANODIZED BRASS,40,SM PKG
11184,blanched mint,MFGR#1,MFGR#13,MFGR#1314,chartreuse,MEDIUM POLISHED NICKEL,30,LG CAN
11185,orange yellow,MFGR#3,MFGR#33,MFGR#339,burlywood,ECONOMY PLATED BRASS,26,JUMBO PACK
11186,orchid ghost,MFGR#2,MFGR#24,MFGR#2417,antique,PROMO PLATED COPPER,48,SM CAN
11187,green saddle,MFGR#2,MFGR#22,MFGR#2220,blush,SMALL PLATED NICKEL,31,MED DRUM
11188,floral dark,MFGR#1,MFGR#11,MFGR#1111,orchid,PROMO POLISHED NICKEL,32,WRAP BAG
11189,firebrick antique,MFGR#4,MFGR#45,MFGR#4533,lavender,LARGE BURNISHED COPPER,21,JUMBO CAN
11190,ghost peru,MFGR#1,MFGR#12,MFGR#1218,cyan,ECONOMY PLATED STEEL,29,JUMBO BOX
11191,pale cornflower,MFGR#1,MFGR#12,MFGR#1218,violet,LARGE BRUSHED TIN,8,WRAP CAN
11192,sandy orange,MFGR#1,MFGR#15,MFGR#1515,indian,SMALL BURNISHED COPPER,20,SM CAN
11193,cream blanched,MFGR#5,MFGR#51,MFGR#5136,royal,SMALL PLATED BRASS,31,JUMBO BAG
11194,coral burlywood,MFGR#4,MFGR#44,MFGR#4416,floral,ECONOMY PLATED TIN,14,MED PACK
11195,blue puff,MFGR#3,MFGR#33,MFGR#3334,beige,SMALL BURNISHED NICKEL,48,JUMBO JAR
11196,magenta goldenrod,MFGR#1,MFGR#13,MFGR#1337,chiffon,LARGE BURNISHED TIN,18,SM PKG
11197,papaya mint,MFGR#4,MFGR#41,MFGR#4116,pink,ECONOMY BRUSHED STEEL,39,JUMBO CAN
11198,khaki tomato,MFGR#1,MFGR#12,MFGR#1236,deep,ECONOMY PLATED TIN,29,LG PACK
11199,smoke aquamarine,MFGR#4,MFGR#42,MFGR#4211,blue,LARGE BRUSHED COPPER,26,LG DRUM
11200,hot peach,MFGR#4,MFGR#45,MFGR#4523,beige,SMALL POLISHED NICKEL,32,MED BOX
11201,tan turquoise,MFGR#2,MFGR#22,MFGR#2218,olive,LARGE BURNISHED STEEL,16,MED BAG
11202,lawn burnished,MFGR#4,MFGR#41,MFGR#4122,chocolate,MEDIUM BURNISHED NICKEL,41,JUMBO PACK
11203,hot plum,MFGR#5,MFGR#55,MFGR#5520,cyan,LARGE BRUSHED BRASS,16,LG CASE
11204,slate floral,MFGR#4,MFGR#45,MFGR#4533,misty,SMALL BURNISHED STEEL,29,MED PACK
11205,blanched black,MFGR#2,MFGR#21,MFGR#2130,hot,LARGE PLATED BRASS,32,MED BOX
11206,ivory beige,MFGR#1,MFGR#12,MFGR#1225,misty,LARGE BRUSHED STEEL,22,MED CAN
11207,lawn magenta,MFGR#4,MFGR#42,MFGR#4219,lace,SMALL BRUSHED COPPER,3,MED JAR
11208,mint burlywood,MFGR#4,MFGR#44,MFGR#4440,drab,LARGE ANODIZED STEEL,22,JUMBO CAN
11209,burnished bisque,MFGR#3,MFGR#33,MFGR#3328,forest,SMALL ANODIZED TIN,31,SM PACK
11210,dodger peru,MFGR#3,MFGR#32,MFGR#3223,midnight,SMALL PLATED BRASS,9,WRAP CASE
11211,saddle ghost,MFGR#3,MFGR#34,MFGR#3439,burnished,LARGE PLATED COPPER,19,MED DRUM
11212,saddle plum,MFGR#1,MFGR#13,MFGR#1320,brown,LARGE BURNISHED STEEL,20,MED PKG
11213,beige sienna,MFGR#2,MFGR#25,MFGR#2519,black,MEDIUM PLATED COPPER,8,JUMBO CASE
11214,lime turquoise,MFGR#1,MFGR#15,MFGR#151,dim,LARGE ANODIZED STEEL,15,MED DRUM
11215,maroon lavender,MFGR#3,MFGR#31,MFGR#3117,violet,STANDARD BURNISHED TIN,12,SM DRUM
11216,ivory navajo,MFGR#5,MFGR#55,MFGR#5537,rosy,PROMO ANODIZED NICKEL,23,JUMBO PACK
11217,salmon plum,MFGR#3,MFGR#32,MFGR#3232,cornsilk,PROMO PLATED TIN,44,WRAP JAR
11218,dim lemon,MFGR#1,MFGR#11,MFGR#1120,navy,SMALL POLISHED STEEL,17,MED CASE
11219,magenta lemon,MFGR#3,MFGR#35,MFGR#3519,floral,SMALL BURNISHED STEEL,26,JUMBO PACK
11220,navajo burlywood,MFGR#1,MFGR#11,MFGR#1134,linen,PROMO POLISHED NICKEL,15,WRAP DRUM
11221,slate burnished,MFGR#4,MFGR#44,MFGR#4432,dodger,STANDARD BURNISHED BRASS,47,LG PACK
11222,red magenta,MFGR#3,MFGR#35,MFGR#3538,blanched,SMALL BRUSHED TIN,34,JUMBO PKG
11223,moccasin navy,MFGR#2,MFGR#21,MFGR#2124,floral,STANDARD POLISHED COPPER,49,MED DRUM
11224,olive white,MFGR#5,MFGR#54,MFGR#5437,pink,PROMO BURNISHED BRASS,40,MED CASE
11225,dim plum,MFGR#1,MFGR#12,MFGR#1234,navy,STANDARD BRUSHED COPPER,20,JUMBO PACK
11226,pink hot,MFGR#3,MFGR#31,MFGR#3135,black,SMALL PLATED COPPER,5,WRAP BAG
11227,papaya honeydew,MFGR#4,MFGR#41,MFGR#4138,chocolate,LARGE BRUSHED NICKEL,45,JUMBO CAN
11228,rose black,MFGR#2,MFGR#21,MFGR#2127,almond,PROMO BRUSHED COPPER,36,SM JAR
11229,goldenrod dim,MFGR#3,MFGR#35,MFGR#3529,saddle,STANDARD BRUSHED COPPER,10,LG PACK
11230,gainsboro honeydew,MFGR#5,MFGR#53,MFGR#5327,beige,ECONOMY BURNISHED NICKEL,1,JUMBO PKG
11231,cornsilk blush,MFGR#3,MFGR#34,MFGR#3438,orchid,LARGE BURNISHED TIN,15,LG JAR
11232,grey frosted,MFGR#5,MFGR#52,MFGR#5217,sky,SMALL BURNISHED BRASS,28,SM CASE
11233,blue lemon,MFGR#5,MFGR#54,MFGR#542,dodger,STANDARD PLATED BRASS,34,WRAP CAN
11234,antique green,MFGR#2,MFGR#25,MFGR#2518,honeydew,MEDIUM PLATED BRASS,13,MED PKG
11235,firebrick peru,MFGR#2,MFGR#24,MFGR#2430,powder,ECONOMY POLISHED NICKEL,39,WRAP CASE
11236,firebrick beige,MFGR#3,MFGR#35,MFGR#3519,steel,STANDARD BURNISHED COPPER,44,MED CASE
11237,slate rosy,MFGR#1,MFGR#12,MFGR#128,firebrick,STANDARD POLISHED BRASS,24,WRAP CASE
11238,slate midnight,MFGR#1,MFGR#11,MFGR#1128,dim,STANDARD BURNISHED TIN,1,LG BOX
11239,azure maroon,MFGR#1,MFGR#13,MFGR#1332,drab,SMALL POLISHED BRASS,32,MED JAR
11240,tomato deep,MFGR#4,MFGR#43,MFGR#4332,goldenrod,PROMO BURNISHED TIN,12,JUMBO PKG
11241,blue black,MFGR#1,MFGR#15,MFGR#1526,sienna,MEDIUM BRUSHED STEEL,17,LG BOX
11242,forest lawn,MFGR#1,MFGR#14,MFGR#1414,blanched,LARGE POLISHED COPPER,40,MED PKG
11243,chocolate chiffon,MFGR#5,MFGR#54,MFGR#5411,powder,LARGE BURNISHED BRASS,50,JUMBO BOX
11244,midnight snow,MFGR#4,MFGR#43,MFGR#4319,forest,PROMO BRUSHED NICKEL,22,JUMBO DRUM
11245,pink saddle,MFGR#1,MFGR#14,MFGR#1418,chocolate,PROMO BRUSHED BRASS,28,LG BOX
11246,firebrick blanched,MFGR#1,MFGR#13,MFGR#1320,orchid,ECONOMY BURNISHED TIN,16,LG CASE
11247,puff coral,MFGR#3,MFGR#32,MFGR#326,deep,SMALL POLISHED NICKEL,8,MED BAG
11248,goldenrod peru,MFGR#1,MFGR#12,MFGR#1233,orchid,SMALL BURNISHED STEEL,28,MED BAG
11249,chocolate dim,MFGR#2,MFGR#21,MFGR#2140,cornsilk,LARGE ANODIZED TIN,6,JUMBO CAN
11250,saddle dark,MFGR#2,MFGR#22,MFGR#2225,lavender,SMALL BRUSHED TIN,28,SM DRUM
11251,sandy almond,MFGR#4,MFGR#44,MFGR#4410,saddle,ECONOMY ANODIZED STEEL,18,LG PKG
11252,deep lavender,MFGR#2,MFGR#23,MFGR#2313,almond,PROMO BURNISHED STEEL,25,WRAP CASE
11253,deep grey,MFGR#4,MFGR#42,MFGR#4228,smoke,SMALL BRUSHED STEEL,8,SM PKG
11254,thistle red,MFGR#2,MFGR#21,MFGR#2121,mint,SMALL BRUSHED TIN,8,JUMBO CAN
11255,thistle powder,MFGR#5,MFGR#53,MFGR#5337,white,SMALL ANODIZED BRASS,41,MED CASE
11256,aquamarine black,MFGR#3,MFGR#32,MFGR#3220,saddle,SMALL ANODIZED STEEL,11,MED BOX
11257,aquamarine blush,MFGR#5,MFGR#54,MFGR#5438,navy,LARGE BURNISHED STEEL,15,MED PACK
11258,lavender metallic,MFGR#1,MFGR#12,MFGR#125,maroon,SMALL ANODIZED COPPER,35,SM DRUM
11259,dark navy,MFGR#5,MFGR#51,MFGR#517,black,MEDIUM PLATED COPPER,7,JUMBO PKG
11260,plum sky,MFGR#5,MFGR#54,MFGR#5416,mint,STANDARD ANODIZED BRASS,20,MED CASE
11261,cornsilk floral,MFGR#4,MFGR#45,MFGR#4525,medium,STANDARD POLISHED COPPER,28,JUMBO CASE
11262,cornsilk salmon,MFGR#1,MFGR#12,MFGR#1220,firebrick,ECONOMY ANODIZED NICKEL,1,MED PACK
11263,lemon gainsboro,MFGR#3,MFGR#32,MFGR#3216,aquamarine,PROMO POLISHED TIN,29,JUMBO CAN
11264,khaki linen,MFGR#1,MFGR#15,MFGR#1538,bisque,MEDIUM PLATED COPPER,24,SM BAG
11265,burnished grey,MFGR#5,MFGR#54,MFGR#5427,saddle,STANDARD BRUSHED COPPER,21,SM BOX
11266,medium papaya,MFGR#5,MFGR#52,MFGR#5224,hot,MEDIUM PLATED STEEL,16,WRAP CAN
11267,ivory spring,MFGR#5,MFGR#52,MFGR#5211,chiffon,MEDIUM ANODIZED STEEL,41,LG JAR
11268,salmon olive,MFGR#3,MFGR#34,MFGR#3428,cornflower,MEDIUM POLISHED COPPER,49,LG CAN
11269,almond chartreuse,MFGR#2,MFGR#25,MFGR#2511,ivory,STANDARD ANODIZED STEEL,2,JUMBO BAG
11270,turquoise pink,MFGR#3,MFGR#31,MFGR#315,magenta,SMALL BRUSHED BRASS,4,MED BAG
11271,blush lawn,MFGR#1,MFGR#13,MFGR#1313,navajo,SMALL POLISHED BRASS,48,LG BAG
11272,yellow puff,MFGR#2,MFGR#21,MFGR#2139,grey,LARGE BRUSHED NICKEL,14,JUMBO BAG
11273,seashell chartreuse,MFGR#5,MFGR#55,MFGR#5537,aquamarine,STANDARD POLISHED BRASS,44,JUMBO CAN
11274,cornsilk light,MFGR#2,MFGR#23,MFGR#2315,hot,STANDARD BRUSHED NICKEL,39,WRAP PKG
11275,lawn purple,MFGR#5,MFGR#52,MFGR#5213,lemon,MEDIUM BRUSHED STEEL,23,MED DRUM
11276,lavender green,MFGR#5,MFGR#55,MFGR#5540,dark,SMALL ANODIZED BRASS,15,WRAP BAG
11277,peach sienna,MFGR#2,MFGR#22,MFGR#2229,slate,PROMO BRUSHED NICKEL,20,LG PACK
11278,smoke metallic,MFGR#4,MFGR#41,MFGR#4129,black,PROMO ANODIZED COPPER,46,WRAP BOX
11279,puff hot,MFGR#3,MFGR#33,MFGR#3339,metallic,SMALL BRUSHED BRASS,16,SM CAN
11280,bisque sandy,MFGR#4,MFGR#45,MFGR#451,olive,LARGE PLATED BRASS,37,LG CAN
11281,purple turquoise,MFGR#3,MFGR#33,MFGR#3312,violet,MEDIUM PLATED COPPER,45,LG BOX
11282,snow chartreuse,MFGR#1,MFGR#11,MFGR#1121,wheat,STANDARD PLATED TIN,46,JUMBO CAN
11283,thistle brown,MFGR#5,MFGR#55,MFGR#5539,pale,ECONOMY BURNISHED NICKEL,5,MED CAN
11284,deep light,MFGR#5,MFGR#53,MFGR#5338,bisque,ECONOMY BURNISHED NICKEL,48,LG PACK
11285,dark cornflower,MFGR#5,MFGR#52,MFGR#5223,peru,SMALL PLATED BRASS,14,WRAP PACK
11286,royal salmon,MFGR#5,MFGR#54,MFGR#5421,cornsilk,STANDARD BURNISHED TIN,46,JUMBO PKG
11287,olive grey,MFGR#5,MFGR#51,MFGR#5112,midnight,LARGE POLISHED NICKEL,15,LG CASE
11288,light cornsilk,MFGR#3,MFGR#33,MFGR#3336,chartreuse,MEDIUM BRUSHED BRASS,14,WRAP DRUM
11289,peru cornsilk,MFGR#2,MFGR#22,MFGR#2221,sky,PROMO ANODIZED BRASS,27,JUMBO BOX
11290,hot pink,MFGR#5,MFGR#52,MFGR#527,dim,SMALL POLISHED NICKEL,10,LG PACK
11291,misty cornflower,MFGR#4,MFGR#44,MFGR#4419,moccasin,PROMO BURNISHED BRASS,45,WRAP BOX
11292,chartreuse burlywood,MFGR#4,MFGR#41,MFGR#4134,yellow,PROMO ANODIZED BRASS,4,WRAP CAN
11293,rosy bisque,MFGR#1,MFGR#12,MFGR#1222,goldenrod,MEDIUM BRUSHED COPPER,6,LG PKG
11294,cream salmon,MFGR#2,MFGR#25,MFGR#2515,ivory,MEDIUM POLISHED NICKEL,48,JUMBO BOX
11295,lemon lace,MFGR#2,MFGR#25,MFGR#2540,azure,STANDARD POLISHED NICKEL,47,SM JAR
11296,lemon seashell,MFGR#4,MFGR#41,MFGR#4111,burnished,STANDARD POLISHED BRASS,24,JUMBO CAN
11297,orange metallic,MFGR#2,MFGR#25,MFGR#2521,gainsboro,PROMO BURNISHED BRASS,6,JUMBO PKG
11298,frosted floral,MFGR#1,MFGR#11,MFGR#119,olive,SMALL PLATED TIN,40,LG DRUM
11299,seashell powder,MFGR#3,MFGR#33,MFGR#3333,sienna,STANDARD ANODIZED STEEL,31,JUMBO PKG
11300,ghost orange,MFGR#5,MFGR#51,MFGR#5119,seashell,STANDARD PLATED NICKEL,23,JUMBO DRUM
11301,firebrick bisque,MFGR#2,MFGR#21,MFGR#2128,peach,PROMO BURNISHED COPPER,16,LG CAN
